4.9, 3.0, 1.4, 0.2, 1, 0, 0
4.9, 3.0, 1.4, 0.2, 1, 0, 0
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
6.0, 3.0, 4.8, 1.8, 0, 0, 1
